strip,image_name,px_per_nm,nm_per_px,scale,scale_pixels,grana_height,num_membrane,membrane_width,membrane_width_heights,outliers,peaks,type,index,process,membrane_type,membrane_width_nm
20,output\processed_images\0_otsuOffset\membrane\strip_20.png,1.315,0.7604562737642585,200,263,63.587813620071685,4,13.918269230769234,7650.0,False,53,membrane,1,0_otsuOffset,inner,10.584235156478504
20,output\processed_images\0_otsuOffset\membrane\strip_20.png,1.315,0.7604562737642585,200,263,63.587813620071685,4,15.042105263157891,7650.0,False,75,membrane,2,0_otsuOffset,inner,11.43886331799079
20,output\processed_images\0_otsuOffset\membrane\strip_20.png,1.315,0.7604562737642585,200,263,63.587813620071685,4,10.155555555555551,7650.0,False,91,membrane,3,0_otsuOffset,outer,7.722855935783689
21,output\processed_images\0_otsuOffset\membrane\strip_21.png,1.315,0.7604562737642585,200,263,88.42401960784314,6,6.398809523809522,7650.0,False,31,membrane,0,0_otsuOffset,outer,4.866014847003439
21,output\processed_images\0_otsuOffset\membrane\strip_21.png,1.315,0.7604562737642585,200,263,88.42401960784314,6,13.113636363636369,7650.0,False,41,membrane,1,0_otsuOffset,inner,9.972347044590395
21,output\processed_images\0_otsuOffset\membrane\strip_21.png,1.315,0.7604562737642585,200,263,88.42401960784314,6,13.595238095238102,7650.0,False,61,membrane,2,0_otsuOffset,inner,10.338584102842663
21,output\processed_images\0_otsuOffset\membrane\strip_21.png,1.315,0.7604562737642585,200,263,88.42401960784314,6,12.5625,7650.0,False,80,membrane,3,0_otsuOffset,inner,9.553231939163497
21,output\processed_images\0_otsuOffset\membrane\strip_21.png,1.315,0.7604562737642585,200,263,88.42401960784314,6,12.643939393939393,7650.0,False,98,membrane,4,0_otsuOffset,inner,9.615163037216268
21,output\processed_images\0_otsuOffset\membrane\strip_21.png,1.315,0.7604562737642585,200,263,88.42401960784314,6,6.596638655462172,7650.0,False,113,membrane,5,0_otsuOffset,outer,5.016455251302031
22,output\processed_images\0_otsuOffset\membrane\strip_22.png,1.315,0.7604562737642585,200,263,89.22762148337597,6,6.067193675889328,7650.0,False,53,membrane,0,0_otsuOffset,outer,4.613835494972872
22,output\processed_images\0_otsuOffset\membrane\strip_22.png,1.315,0.7604562737642585,200,263,89.22762148337597,6,14.31428571428571,7650.0,False,64,membrane,1,0_otsuOffset,inner,10.885388375882668
22,output\processed_images\0_otsuOffset\membrane\strip_22.png,1.315,0.7604562737642585,200,263,89.22762148337597,6,14.982352941176458,7650.0,False,85,membrane,2,0_otsuOffset,inner,11.393424289868028
22,output\processed_images\0_otsuOffset\membrane\strip_22.png,1.315,0.7604562737642585,200,263,89.22762148337597,6,14.966911764705884,7650.0,False,102,membrane,3,0_otsuOffset,inner,11.38168195034668
22,output\processed_images\0_otsuOffset\membrane\strip_22.png,1.315,0.7604562737642585,200,263,89.22762148337597,6,13.317142857142857,7650.0,False,120,membrane,4,0_otsuOffset,inner,10.127104834329169
22,output\processed_images\0_otsuOffset\membrane\strip_22.png,1.315,0.7604562737642585,200,263,89.22762148337597,6,6.955882352941188,7650.0,False,133,membrane,5,0_otsuOffset,outer,5.289644374860218
23,output\processed_images\0_otsuOffset\membrane\strip_23.png,1.315,0.7604562737642585,200,263,140.6974358974359,11,7.0,7650.0,False,42,membrane,0,0_otsuOffset,outer,5.323193916349809
